POHEADER_PO_ID,PRODUCT,NOTEID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
02BD2137-0890-1EEA-A6C2-BB55C1C967FB,HT-1112,,GBP,92.82,78,14.82,2,EA,2020-09-07
02BD2137-0890-1EEA-A6C2-BB55C1C967FB,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2020-05-18
02BD2137-0890-1EEA-A6C2-BB55C1C987FB,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2020-07-20
02BD2137-0890-1EEA-A6C2-BB55C1C987FB,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2020-12-19
02BD2137-0890-1EEA-A6C2-BB55C1C9A7FB,HT-1040,,EUR,987.7,830,157.7,1,EA,2020-05-22
02BD2137-0890-1EEA-A6C2-BB55C1C9A7FB,HT-1117,,EUR,135.66,114,21.66,3,EA,2020-12-14
02BD2137-0890-1EEA-A6C2-BB55C1C9C7FB,AD-1000,,CAD,0,0,0,2,EA,2020-11-08
02BD2137-0890-1EEA-A6C2-BB55C1C9C7FB,HT-1036,,CAD,1023.4,860,163.4,2,EA,2020-03-03
02BD2137-0890-1EEA-A6C2-BB55C1C9E7FB,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2020-05-26
02BD2137-0890-1EEA-A6C2-BB55C1C9E7FB,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2020-05-06
02BD2137-0890-1EEA-A6C2-BB55C1CA07FB,HT-1032,,EUR,410.55,345,65.55,1,EA,2020-03-30
02BD2137-0890-1EEA-A6C2-BB55C1CA07FB,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2020-08-07
02BD2137-0890-1EEA-A6C2-BB55C1CA27FB,HT-1035,,USD,1424.43,1197,227.43,3,EA,2020-07-20
02BD2137-0890-1EEA-A6C2-BB55C1CA27FB,HT-1114,,USD,164.22,138,26.22,2,EA,2020-12-11
02BD2137-0890-1EEA-A6C2-BB55C1CA47FB,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2020-12-18
02BD2137-0890-1EEA-A6C2-BB55C1CA47FB,HT-1117,,EUR,45.22,38,7.22,1,EA,2020-08-02
02BD2137-0890-1EEA-A6C2-BB55C1CA67FB,HT-1115,,CAD,49.98,42,7.98,1,EA,2020-10-28
02BD2137-0890-1EEA-A6C2-BB55C1CA67FB,AD-1000,,CAD,0,0,0,2,EA,2020-11-19
02BD2137-0890-1EEA-A6C2-BB55C1CA87FB,HT-1030,,EUR,821.1,690,131.1,3,EA,2020-08-30
02BD2137-0890-1EEA-A6C2-BB55C1CA87FB,HT-1111,,EUR,24.63,20.7,3.93,3,EA,2020-02-26
02BD2137-0890-1EEA-A6C2-BB55C1CAA7FB,HT-1118,,ARS,282.03,237,45.03,3,EA,2020-08-17
02BD2137-0890-1EEA-A6C2-BB55C1CAA7FB,HT-1041,,ARS,583.1,490,93.1,1,EA,2020-02-18
02BD2137-0890-1EEA-A6C2-BB55C1CAC7FB,HT-1112,,GBP,92.82,78,14.82,2,EA,2020-11-08
02BD2137-0890-1EEA-A6C2-BB55C1CAC7FB,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2020-10-04
02BD2137-0890-1EEA-A6C2-BB55C1CAE7FB,HT-1111,,EUR,16.42,13.8,2.62,2,EA,2020-03-28
02BD2137-0890-1EEA-A6C2-BB55C1CAE7FB,HT-8000,,EUR,950.81,799,151.81,1,EA,2020-05-17
02BD2137-0890-1EEA-A6C2-BB55C1CB07FB,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2020-06-10
02BD2137-0890-1EEA-A6C2-BB55C1CB07FB,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2020-05-07
02BD2137-0890-1EEA-A6C2-BB55C1CB27FB,HT-1035,,USD,1424.43,1197,227.43,3,EA,2020-06-29
02BD2137-0890-1EEA-A6C2-BB55C1CB27FB,HT-1114,,USD,246.33,207,39.33,3,EA,2020-11-24
02BD2137-0890-1EEA-A6C2-BB55C1CB47FB,HT-1115,,CAD,149.94,126,23.94,3,EA,2020-08-28
02BD2137-0890-1EEA-A6C2-BB55C1CB47FB,AD-1000,,CAD,0,0,0,3,EA,2020-06-16
02BD2137-0890-1EEA-A6C2-BB55C1CB67FB,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2020-04-29
02BD2137-0890-1EEA-A6C2-BB55C1CB67FB,HT-1116,,MXN,85.68,72,13.68,2,EA,2020-11-11
02BD2137-0890-1EEA-A6C2-BB55C1CB87FB,HT-1037,,MXN,3403.4,2860,543.4,2,EA,2020-10-01
02BD2137-0890-1EEA-A6C2-BB55C1CB87FB,HT-1116,,MXN,42.84,36,6.84,1,EA,2020-03-06
02BD2137-0890-1EEA-A6C2-BB55C1CBA7FB,HT-1037,,MXN,5105.1,4290,815.1,3,EA,2020-12-15
02BD2137-0890-1EEA-A6C2-BB55C1CBA7FB,HT-1116,,MXN,42.84,36,6.84,1,EA,2020-07-08
02BD2137-0890-1EEA-A6C2-BB55C1CBC7FB,HT-8003,,USD,4955.16,4164,791.16,3,EA,2020-06-22
02BD2137-0890-1EEA-A6C2-BB55C1CBC7FB,HT-1035,,USD,1424.43,1197,227.43,3,EA,2020-01-04
02BD2137-0890-1EEA-A6C2-BB55C1CBE7FB,HT-1117,,EUR,90.44,76,14.44,2,EA,2020-12-27
02BD2137-0890-1EEA-A6C2-BB55C1CBE7FB,HT-1040,,EUR,987.7,830,157.7,1,EA,2020-06-13
02BD2137-0890-1EEA-A6C2-BB55C1CC07FB,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2020-11-24
02BD2137-0890-1EEA-A6C2-BB55C1CC07FB,HT-1032,,EUR,821.1,690,131.1,2,EA,2020-07-04
02BD2137-0890-1EEA-A6C2-BB55C1CC27FB,HT-1040,,EUR,2963.1,2490,473.1,3,EA,2020-12-03
02BD2137-0890-1EEA-A6C2-BB55C1CC27FB,HT-1117,,EUR,45.22,38,7.22,1,EA,2020-09-24
02BD2137-0890-1EEA-A6C2-BB55C1CC47FB,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2020-11-13
02BD2137-0890-1EEA-A6C2-BB55C1CC47FB,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2020-01-21
02BD2137-0890-1EEA-A6C2-BB55C1CC67FB,HT-1041,,ARS,1166.2,980,186.2,2,EA,2020-01-13
02BD2137-0890-1EEA-A6C2-BB55C1CC67FB,HT-1118,,ARS,188.02,158,30.02,2,EA,2020-06-01
02BD2137-0890-1EEA-A6C2-BB55C1CC87FB,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2020-12-31
02BD2137-0890-1EEA-A6C2-BB55C1CC87FB,HT-1031,,GBP,678.3,570,108.3,2,EA,2020-10-13
02BD2137-0890-1EEA-A6C2-BB55C1CCA7FB,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2020-03-26
02BD2137-0890-1EEA-A6C2-BB55C1CCA7FB,HT-1030,,EUR,547.4,460,87.4,2,EA,2020-08-09
02BD2137-0890-1EEA-A6C2-BB55C1CCC7FB,HT-1037,,MXN,1701.7,1430,271.7,1,EA,2020-08-10
02BD2137-0890-1EEA-A6C2-BB55C1CCC7FB,HT-1116,,MXN,128.52,108,20.52,3,EA,2020-07-17
02BD2137-0890-1EEA-A6C2-BB55C1CCE7FB,AD-1000,,CAD,0,0,0,2,EA,2020-09-24
02BD2137-0890-1EEA-A6C2-BB55C1CCE7FB,HT-1036,,CAD,1023.4,860,163.4,2,EA,2020-10-16
02BD2137-0890-1EEA-A6C2-BB55C1CD07FB,HT-8002,,EUR,1426.81,1199,227.81,1,EA,2020-11-30
02BD2137-0890-1EEA-A6C2-BB55C1CD07FB,HT-1032,,EUR,1231.65,1035,196.65,3,EA,2020-11-13
02BD2137-0890-1EEA-A6C2-BB55C1CD27FB,HT-1032,,EUR,410.55,345,65.55,1,EA,2020-10-24
02BD2137-0890-1EEA-A6C2-BB55C1CD27FB,HT-1113,,EUR,5.47,4.6,0.87,2,EA,2020-04-02
02BD2137-0890-1EEA-A6C2-BB55C1CD47FB,HT-1035,,USD,1424.43,1197,227.43,3,EA,2014-12-27
02BD2137-0890-1EEA-A6C2-BB55C1CD47FB,HT-1114,,USD,164.22,138,26.22,2,EA,2020-05-27
02BD2137-0890-1EEA-A6C2-BB55C1CD67FB,HT-1040,,EUR,1975.4,1660,315.4,2,EA,2020-07-13
02BD2137-0890-1EEA-A6C2-BB55C1CD67FB,HT-1117,,EUR,45.22,38,7.22,1,EA,2020-08-30
02BD2137-0890-1EEA-A6C2-BB55C1CD87FB,HT-1111,,EUR,8.21,6.9,1.31,1,EA,2020-02-03
02BD2137-0890-1EEA-A6C2-BB55C1CD87FB,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2020-10-10
02BD2137-0890-1EEA-A6C2-BB55C1CDA7FB,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2020-06-12
02BD2137-0890-1EEA-A6C2-BB55C1CDA7FB,HT-1115,,CAD,149.94,126,23.94,3,EA,2020-04-27
02BD2137-0890-1EEA-A6C2-BB55C1CDC7FB,HT-1118,,ARS,282.03,237,45.03,3,EA,2020-10-08
02BD2137-0890-1EEA-A6C2-BB55C1CDC7FB,HT-1041,,ARS,583.1,490,93.1,1,EA,2020-05-08
02BD2137-0890-1EEA-A6C2-BB55C1CDE7FB,HT-8001,,GBP,2377.62,1998,379.62,2,EA,2020-05-27
02BD2137-0890-1EEA-A6C2-BB55C1CDE7FB,HT-1031,,GBP,678.3,570,108.3,2,EA,2020-05-08
02BD2137-0890-1EEA-A6C2-BB55C1CE07FB,HT-8000,,EUR,1901.62,1598,303.62,2,EA,2020-08-10
02BD2137-0890-1EEA-A6C2-BB55C1CE07FB,HT-1030,,EUR,273.7,230,43.7,1,EA,2020-10-19
02BD2137-0890-1EEA-A6C2-BB55C1CE27FB,HT-8003,,USD,4955.16,4164,791.16,3,EA,2020-07-28
02BD2137-0890-1EEA-A6C2-BB55C1CE27FB,HT-1035,,USD,1424.43,1197,227.43,3,EA,2020-01-05
02BD2137-0890-1EEA-A6C2-BB55C1CE47FB,HT-1113,,EUR,8.21,6.9,1.31,3,EA,2020-05-28
02BD2137-0890-1EEA-A6C2-BB55C1CE47FB,HT-8002,,EUR,4280.43,3597,683.43,3,EA,2014-12-18
02BD2137-0890-1EEA-A6C2-BB55C1CE67FB,AD-1000,,CAD,0,0,0,3,EA,2020-11-24
02BD2137-0890-1EEA-A6C2-BB55C1CE67FB,HT-1036,,CAD,1535.1,1290,245.1,3,EA,2020-07-13
02BD2137-0890-1EEA-A6C2-BB55C1CE87FB,HT-6132,,BRL,1069.81,899,170.81,1,EA,2020-12-26
02BD2137-0890-1EEA-A6C2-BB55C1CE87FB,HT-1063,,BRL,33.32,28,5.32,2,EA,2020-07-02
02BD2137-0890-1EEA-A6C2-BB55C1CEA7FB,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2020-06-20
02BD2137-0890-1EEA-A6C2-BB55C1CEA7FB,HT-1065,,CHF,30.94,26,4.94,1,EA,2020-02-22
02BD2137-0890-1EEA-A6C2-BB55C1CEC7FB,HT-7010,,USD,2852.43,2397,455.43,3,EA,2020-06-07
02BD2137-0890-1EEA-A6C2-BB55C1CEC7FB,HT-1066,,USD,2.98,2.5,0.48,1,EA,2020-04-08
02BD2137-0890-1EEA-A6C2-BB55C1CEE7FB,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2020-02-14
02BD2137-0890-1EEA-A6C2-BB55C1CEE7FB,HT-1067,,EUR,12.5,10.5,2,3,EA,2020-11-17
02BD2137-0890-1EEA-A6C2-BB55C1CF07FB,HT-1067,,EUR,8.33,7,1.33,2,EA,2020-09-26
02BD2137-0890-1EEA-A6C2-BB55C1CF07FB,HT-7000,,EUR,653.31,549,104.31,1,EA,2020-11-03
02BD2137-0890-1EEA-A6C2-BB55C1CF27FB,HT-1095,,USD,190.4,160,30.4,1,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1CF27FB,HT-1068,,USD,8.33,7,1.33,2,EA,2020-10-25
02BD2137-0890-1EEA-A6C2-BB55C1CF47FB,HT-1069,,JPY,2856,2400,456,3,EA,2020-02-22
02BD2137-0890-1EEA-A6C2-BB55C1CF47FB,HT-1096,,JPY,142.8,120,22.8,1,EA,2020-11-22
02BD2137-0890-1EEA-A6C2-BB55C1CF67FB,HT-1097,,ARS,133.28,112,21.28,2,EA,2020-07-12
02BD2137-0890-1EEA-A6C2-BB55C1CF67FB,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2014-12-24
02BD2137-0890-1EEA-A6C2-BB55C1CF87FB,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2020-01-28
02BD2137-0890-1EEA-A6C2-BB55C1CF87FB,HT-1062,,ARS,26.18,22,4.18,2,EA,2020-12-07
02BD2137-0890-1EEA-A6C2-BB55C1CFA7FB,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2020-07-28
02BD2137-0890-1EEA-A6C2-BB55C1CFA7FB,HT-1063,,BRL,33.32,28,5.32,2,EA,2020-06-23
02BD2137-0890-1EEA-A6C2-BB55C1CFC7FB,HT-1065,,CHF,61.88,52,9.88,2,EA,2020-05-11
02BD2137-0890-1EEA-A6C2-BB55C1CFC7FB,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2020-02-10
02BD2137-0890-1EEA-A6C2-BB55C1CFE7FB,HT-1097,,ARS,66.64,56,10.64,1,EA,2020-11-12
02BD2137-0890-1EEA-A6C2-BB55C1CFE7FB,HT-1070,,ARS,253.11,212.7,40.41,3,EA,2020-08-26
02BD2137-0890-1EEA-A6C2-BB55C1D007FB,HT-7010,,USD,1901.62,1598,303.62,2,EA,2020-08-09
02BD2137-0890-1EEA-A6C2-BB55C1D007FB,HT-1066,,USD,5.95,5,0.95,2,EA,2014-12-20
02BD2137-0890-1EEA-A6C2-BB55C1D027FB,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2020-06-10
02BD2137-0890-1EEA-A6C2-BB55C1D027FB,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2020-09-26
02BD2137-0890-1EEA-A6C2-BB55C1D047FB,HT-7000,,EUR,653.31,549,104.31,1,EA,2020-06-11
02BD2137-0890-1EEA-A6C2-BB55C1D047FB,HT-1067,,EUR,8.33,7,1.33,2,EA,2020-12-21
02BD2137-0890-1EEA-A6C2-BB55C1D067FB,HT-1095,,USD,571.2,480,91.2,3,EA,2014-12-11
02BD2137-0890-1EEA-A6C2-BB55C1D067FB,HT-1068,,USD,8.33,7,1.33,2,EA,2020-07-25
02BD2137-0890-1EEA-A6C2-BB55C1D087FB,HT-1070,,ARS,168.74,141.8,26.94,2,EA,2020-08-27
02BD2137-0890-1EEA-A6C2-BB55C1D087FB,HT-1097,,ARS,66.64,56,10.64,1,EA,2020-07-24
02BD2137-0890-1EEA-A6C2-BB55C1D0A7FB,HT-7010,,USD,950.81,799,151.81,1,EA,2020-10-30
02BD2137-0890-1EEA-A6C2-BB55C1D0A7FB,HT-1066,,USD,5.95,5,0.95,2,EA,2020-09-03
02BD2137-0890-1EEA-A6C2-BB55C1D0C7FB,HT-7020,,CHF,5319.3,4470,849.3,3,EA,2020-01-13
02BD2137-0890-1EEA-A6C2-BB55C1D0C7FB,HT-1065,,CHF,92.82,78,14.82,3,EA,2020-05-22
02BD2137-0890-1EEA-A6C2-BB55C1D0E7FB,HT-6131,,ARS,4280.43,3597,683.43,3,EA,2020-07-16
02BD2137-0890-1EEA-A6C2-BB55C1D0E7FB,HT-1062,,ARS,13.09,11,2.09,1,EA,2014-12-28
02BD2137-0890-1EEA-A6C2-BB55C1D107FB,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2020-11-02
02BD2137-0890-1EEA-A6C2-BB55C1D107FB,HT-1063,,BRL,33.32,28,5.32,2,EA,2020-05-28
02BD2137-0890-1EEA-A6C2-BB55C1D127FB,HT-1065,,CHF,61.88,52,9.88,2,EA,2020-06-16
02BD2137-0890-1EEA-A6C2-BB55C1D127FB,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2020-07-30
02BD2137-0890-1EEA-A6C2-BB55C1D147FB,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2020-07-16
02BD2137-0890-1EEA-A6C2-BB55C1D147FB,HT-1067,,EUR,12.5,10.5,2,3,EA,2020-05-20
02BD2137-0890-1EEA-A6C2-BB55C1D167FB,HT-1095,,USD,571.2,480,91.2,3,EA,2020-05-17
02BD2137-0890-1EEA-A6C2-BB55C1D167FB,HT-1068,,USD,12.5,10.5,2,3,EA,2020-08-25
02BD2137-0890-1EEA-A6C2-BB55C1D187FB,HT-7010,,USD,2852.43,2397,455.43,3,EA,2020-03-25
02BD2137-0890-1EEA-A6C2-BB55C1D187FB,HT-1066,,USD,8.93,7.5,1.43,3,EA,2020-02-12
02BD2137-0890-1EEA-A6C2-BB55C1D1A7FB,HT-1069,,JPY,952,800,152,1,EA,2020-08-20
02BD2137-0890-1EEA-A6C2-BB55C1D1A7FB,HT-1096,,JPY,285.6,240,45.6,2,EA,2020-04-04
02BD2137-0890-1EEA-A6C2-BB55C1D1C7FB,HT-1069,,JPY,1904,1600,304,2,EA,2020-08-05
02BD2137-0890-1EEA-A6C2-BB55C1D1C7FB,HT-1096,,JPY,142.8,120,22.8,1,EA,2020-07-01
02BD2137-0890-1EEA-A6C2-BB55C1D1E7FB,HT-1069,,JPY,2856,2400,456,3,EA,2020-02-06
02BD2137-0890-1EEA-A6C2-BB55C1D1E7FB,HT-1096,,JPY,142.8,120,22.8,1,EA,2020-08-05
02BD2137-0890-1EEA-A6C2-BB55C1D207FB,HT-1068,,USD,12.5,10.5,2,3,EA,2020-01-20
02BD2137-0890-1EEA-A6C2-BB55C1D207FB,HT-1095,,USD,571.2,480,91.2,3,EA,2020-03-16
02BD2137-0890-1EEA-A6C2-BB55C1D227FB,HT-1097,,ARS,133.28,112,21.28,2,EA,2020-03-01
02BD2137-0890-1EEA-A6C2-BB55C1D227FB,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2020-11-23
02BD2137-0890-1EEA-A6C2-BB55C1D247FB,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2020-08-31
02BD2137-0890-1EEA-A6C2-BB55C1D247FB,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2020-01-18
02BD2137-0890-1EEA-A6C2-BB55C1D267FB,HT-1097,,ARS,199.92,168,31.92,3,EA,2014-12-24
02BD2137-0890-1EEA-A6C2-BB55C1D267FB,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2014-12-14
02BD2137-0890-1EEA-A6C2-BB55C1D287FB,HT-1067,,EUR,8.33,7,1.33,2,EA,2020-03-13
02BD2137-0890-1EEA-A6C2-BB55C1D287FB,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2020-06-30
02BD2137-0890-1EEA-A6C2-BB55C1D2A7FB,HT-1062,,ARS,26.18,22,4.18,2,EA,2020-05-12
02BD2137-0890-1EEA-A6C2-BB55C1D2A7FB,HT-6131,,ARS,2853.62,2398,455.62,2,EA,2020-11-19
02BD2137-0890-1EEA-A6C2-BB55C1D2C7FB,HT-1063,,BRL,33.32,28,5.32,2,EA,2020-09-08
02BD2137-0890-1EEA-A6C2-BB55C1D2C7FB,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2020-06-12
02BD2137-0890-1EEA-A6C2-BB55C1D2E7FB,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2020-11-02
02BD2137-0890-1EEA-A6C2-BB55C1D2E7FB,HT-1065,,CHF,61.88,52,9.88,2,EA,2020-07-31
02BD2137-0890-1EEA-A6C2-BB55C1D307FB,HT-1069,,JPY,952,800,152,1,EA,2020-04-24
02BD2137-0890-1EEA-A6C2-BB55C1D307FB,HT-1096,,JPY,428.4,360,68.4,3,EA,2020-01-13
02BD2137-0890-1EEA-A6C2-BB55C1D327FB,HT-1066,,USD,5.95,5,0.95,2,EA,2014-12-22
02BD2137-0890-1EEA-A6C2-BB55C1D327FB,HT-7010,,USD,1901.62,1598,303.62,2,EA,2020-04-01
02BD2137-0890-1EEA-A6C2-BB55C1D347FB,HT-7000,,EUR,653.31,549,104.31,1,EA,2020-12-07
02BD2137-0890-1EEA-A6C2-BB55C1D347FB,HT-1067,,EUR,12.5,10.5,2,3,EA,2020-02-21
02BD2137-0890-1EEA-A6C2-BB55C1D367FB,HT-1067,,EUR,4.17,3.5,0.67,1,EA,2020-04-10
02BD2137-0890-1EEA-A6C2-BB55C1D367FB,HT-7000,,EUR,1306.62,1098,208.62,2,EA,2020-08-16
02BD2137-0890-1EEA-A6C2-BB55C1D387FB,HT-1068,,USD,12.5,10.5,2,3,EA,2020-11-04
02BD2137-0890-1EEA-A6C2-BB55C1D387FB,HT-1095,,USD,380.8,320,60.8,2,EA,2014-12-17
02BD2137-0890-1EEA-A6C2-BB55C1D3A7FB,HT-1097,,ARS,133.28,112,21.28,2,EA,2020-01-11
02BD2137-0890-1EEA-A6C2-BB55C1D3A7FB,HT-1070,,ARS,84.37,70.9,13.47,1,EA,2020-07-18
02BD2137-0890-1EEA-A6C2-BB55C1D3C7FB,HT-1065,,CHF,30.94,26,4.94,1,EA,2014-12-08
02BD2137-0890-1EEA-A6C2-BB55C1D3C7FB,HT-7020,,CHF,3546.2,2980,566.2,2,EA,2020-01-31
02BD2137-0890-1EEA-A6C2-BB55C1D3E7FB,HT-1066,,USD,8.93,7.5,1.43,3,EA,2020-05-09
02BD2137-0890-1EEA-A6C2-BB55C1D3E7FB,HT-7010,,USD,2852.43,2397,455.43,3,EA,2020-01-12
02BD2137-0890-1EEA-A6C2-BB55C1D407FB,HT-1062,,ARS,39.27,33,6.27,3,EA,2020-07-03
02BD2137-0890-1EEA-A6C2-BB55C1D407FB,HT-6131,,ARS,1426.81,1199,227.81,1,EA,2020-06-13
02BD2137-0890-1EEA-A6C2-BB55C1D427FB,HT-6132,,BRL,2139.62,1798,341.62,2,EA,2020-10-27
02BD2137-0890-1EEA-A6C2-BB55C1D427FB,HT-1063,,BRL,33.32,28,5.32,2,EA,2020-12-07
02BD2137-0890-1EEA-A6C2-BB55C1D447FB,HT-1065,,CHF,61.88,52,9.88,2,EA,2020-03-09
02BD2137-0890-1EEA-A6C2-BB55C1D447FB,HT-7020,,CHF,1773.1,1490,283.1,1,EA,2020-02-25
02BD2137-0890-1EEA-A6C2-BB55C1D467FB,HT-1095,,USD,571.2,480,91.2,3,EA,2020-06-07
02BD2137-0890-1EEA-A6C2-BB55C1D467FB,HT-1068,,USD,12.5,10.5,2,3,EA,2020-11-16
02BD2137-0890-1EEA-A6C2-BB55C1D487FB,HT-7000,,EUR,1959.93,1647,312.93,3,EA,2020-11-22
02BD2137-0890-1EEA-A6C2-BB55C1D487FB,HT-1067,,EUR,12.5,10.5,2,3,EA,2020-10-05
02BD2137-0890-1EEA-A6C2-BB55C1D4A7FB,HT-7010,,USD,2852.43,2397,455.43,3,EA,2014-12-17
02BD2137-0890-1EEA-A6C2-BB55C1D4A7FB,HT-1066,,USD,8.93,7.5,1.43,3,EA,2020-12-26
02BD2137-0890-1EEA-A6C2-BB55C1D4C7FB,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2020-07-01
02BD2137-0890-1EEA-A6C2-BB55C1D4C7FB,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-03-25
02BD2137-0890-1EEA-A6C2-BB55C1D4E7FB,HT-6123,,ZAR,711.62,598,113.62,2,EA,2020-03-29
02BD2137-0890-1EEA-A6C2-BB55C1D4E7FB,HT-1071,,ZAR,97.22,81.7,15.52,1,EA,2020-11-01
02BD2137-0890-1EEA-A6C2-BB55C1D507FB,HT-6121,,EUR,224.91,189,35.91,3,EA,2020-08-02
02BD2137-0890-1EEA-A6C2-BB55C1D507FB,HT-1073,,EUR,28.56,24,4.56,1,EA,2020-06-29
02BD2137-0890-1EEA-A6C2-BB55C1D527FB,HT-6122,,USD,596.19,501,95.19,3,EA,2020-05-03
02BD2137-0890-1EEA-A6C2-BB55C1D527FB,HT-1072,,USD,361.28,303.6,57.68,3,EA,2020-02-11
02BD2137-0890-1EEA-A6C2-BB55C1D547FB,HT-1072,,USD,240.86,202.4,38.46,2,EA,2020-05-14
02BD2137-0890-1EEA-A6C2-BB55C1D547FB,HT-6122,,USD,198.73,167,31.73,1,EA,2020-09-08
02BD2137-0890-1EEA-A6C2-BB55C1D567FB,HT-6102,,CNY,1057.91,889,168.91,1,EA,2020-05-20
02BD2137-0890-1EEA-A6C2-BB55C1D567FB,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2020-07-13
02BD2137-0890-1EEA-A6C2-BB55C1D587FB,HT-1090,,EUR,139.23,117,22.23,3,EA,2020-12-13
02BD2137-0890-1EEA-A6C2-BB55C1D587FB,HT-2002,,EUR,1016.25,853.99,162.26,1,EA,2020-11-22
02BD2137-0890-1EEA-A6C2-BB55C1D5A7FB,HT-6110,,ARS,309.4,260,49.4,2,EA,2020-09-18
02BD2137-0890-1EEA-A6C2-BB55C1D5A7FB,HT-1082,,ARS,603.33,507,96.33,3,EA,2020-11-03
02BD2137-0890-1EEA-A6C2-BB55C1D5C7FB,HT-6101,,DKK,1616.02,1358,258.02,2,EA,2020-03-14
02BD2137-0890-1EEA-A6C2-BB55C1D5C7FB,HT-1085,,DKK,3567.62,2998,569.62,2,EA,2020-04-06
02BD2137-0890-1EEA-A6C2-BB55C1D5E7FB,HT-2002,,EUR,2032.5,1707.98,324.52,2,EA,2020-03-06
02BD2137-0890-1EEA-A6C2-BB55C1D5E7FB,HT-1090,,EUR,92.82,78,14.82,2,EA,2020-11-06
02BD2137-0890-1EEA-A6C2-BB55C1D607FB,HT-1071,,ZAR,194.45,163.4,31.05,2,EA,2020-12-07
02BD2137-0890-1EEA-A6C2-BB55C1D607FB,HT-6123,,ZAR,711.62,598,113.62,2,EA,2020-01-15
02BD2137-0890-1EEA-A6C2-BB55C1D627FB,HT-6110,,ARS,154.7,130,24.7,1,EA,2020-11-11
02BD2137-0890-1EEA-A6C2-BB55C1D627FB,HT-1082,,ARS,603.33,507,96.33,3,EA,2020-01-30
02BD2137-0890-1EEA-A6C2-BB55C1D647FB,HT-6121,,EUR,149.94,126,23.94,2,EA,2020-07-07
02BD2137-0890-1EEA-A6C2-BB55C1D647FB,HT-1073,,EUR,57.12,48,9.12,2,EA,2020-03-30
02BD2137-0890-1EEA-A6C2-BB55C1D667FB,HT-1072,,USD,120.43,101.2,19.23,1,EA,2020-05-19
02BD2137-0890-1EEA-A6C2-BB55C1D667FB,HT-6122,,USD,596.19,501,95.19,3,EA,2020-12-05
02BD2137-0890-1EEA-A6C2-BB55C1D687FB,HT-6122,,USD,198.73,167,31.73,1,EA,2020-06-14
02BD2137-0890-1EEA-A6C2-BB55C1D687FB,HT-1072,,USD,240.86,202.4,38.46,2,EA,2020-03-25
02BD2137-0890-1EEA-A6C2-BB55C1D6A7FB,HT-6102,,CNY,3173.73,2667,506.73,3,EA,2020-11-02
02BD2137-0890-1EEA-A6C2-BB55C1D6A7FB,HT-1083,,CNY,1237.6,1040,197.6,2,EA,2020-02-22
02BD2137-0890-1EEA-A6C2-BB55C1D6C7FB,HT-1082,,ARS,402.22,338,64.22,2,EA,2020-03-18
02BD2137-0890-1EEA-A6C2-BB55C1D6C7FB,HT-6110,,ARS,154.7,130,24.7,1,EA,2020-07-27
02BD2137-0890-1EEA-A6C2-BB55C1D6E7FB,HT-6121,,EUR,74.97,63,11.97,1,EA,2020-05-17
02BD2137-0890-1EEA-A6C2-BB55C1D6E7FB,HT-1073,,EUR,57.12,48,9.12,2,EA,2020-04-23
